Lane,"Assembly Type","Total Length","No Contigs","Avg Contig Length","Largest Contig",N50,"Contigs in N50",N60,"Contigs in N60",N70,"Contigs in N70",N80,"Contigs in N80",N90,"Contigs in N90",N100,"Contigs in N100","No scaffolded bases (N)","Total Raw Reads","Reads Mapped","Reads Unmapped","Reads Paired","Reads Unpaired","Total Raw Bases","Total Bases Mapped","Total Bases Mapped (Cigar)","Average Read Length","Maximum Read Length","Average Quality","Insert Size Average","Insert Size Std Dev"
21973_2#145,"Scaffold: Velvet + Improvement",6395006,37,172838.00,593566,334340,7,266761,9,254253,11,217525,14,140270,18,305,37,1697,1513944,1510315,3629,1513944,,228605544,228057565,225708653,151,151,35.8,483.8,82.8
21973_2#146,"Scaffold: Velvet + Improvement",6396129,31,206326.74,1709600,677518,3,470119,5,452026,6,298976,8,251810,10,305,31,658,2026642,2021418,5224,2026642,,306022942,305234118,302088082,151,151,35.7,491.7,84.2
21973_2#147,"Scaffold: Velvet + Improvement",6395319,31,206300.61,838548,448293,6,395231,7,269255,10,251660,12,131984,16,305,31,194,2185434,2181224,4210,2185434,,330000534,329364824,326551088,151,151,36.1,467.4,79.3
21973_2#148,"Scaffold: Velvet + Improvement",6398566,25,255942.64,1105994,778057,4,629252,5,593241,6,448204,7,251815,9,315,25,471,2316860,2311098,5762,2316860,,349845860,348975798,345375629,151,151,35.7,493.5,81.4
21973_2#149,"Scaffold: Velvet + Improvement",6395862,28,228423.64,1336184,593263,4,452284,5,408582,7,353395,8,251810,11,308,28,393,2490262,2485140,5122,2490262,,376029562,375256140,371919255,151,151,36.0,467.7,76.2
21973_2#150,"Scaffold: Velvet + Improvement",6396219,32,199881.84,870944,544650,5,470228,7,451746,8,281127,10,230636,12,305,32,190,2356372,2351586,4786,2356372,,355812172,355089486,352039965,151,151,36.1,470.5,79.3
21973_2#151,"Scaffold: Velvet + Improvement",6395446,33,193801.39,857622,544625,5,434127,6,307487,8,265773,10,201904,12,305,33,952,1905206,1900581,4625,1905206,,287686106,286987731,284424164,151,151,36.0,464.6,75.4
21973_2#152,"Scaffold: Velvet + Improvement",6313242,27,233823.78,903757,517596,5,452346,6,408749,8,395365,9,251811,11,305,27,329,1801376,1796343,5033,1801376,,272007776,271247793,268847781,151,151,36.0,466.9,77.1
21973_2#153,"Scaffold: Velvet + Improvement",6394241,25,255769.64,872187,676333,4,495239,6,452014,7,409082,9,230643,11,314,25,202,1825306,1820034,5272,1825306,,275621206,274825134,272796742,151,151,36.4,433.7,85.0
21973_2#154,"Scaffold: Velvet + Improvement",6395050,28,228394.64,837408,555102,5,422613,7,304693,8,251820,11,143121,14,329,28,557,2063370,2058100,5270,2063370,,311568870,310773100,307354394,151,151,35.8,485.5,91.1
21973_2#155,"Scaffold: Velvet + Improvement",6396695,30,213223.17,1086126,593237,4,580867,5,452003,7,412039,8,161361,11,314,30,150,2046538,2041066,5472,2046538,,309027238,308200966,304969433,151,151,35.7,474.5,78.4
21973_2#156,"Scaffold: Velvet + Improvement",6400035,27,237038.33,1053433,778063,4,504370,5,445897,6,401070,8,230518,10,314,27,648,2526196,2520431,5765,2526196,,381455596,380585081,376911312,151,151,35.9,475.2,80.3
21973_2#157,"Scaffold: Velvet + Improvement",6397701,25,255908.04,926613,778048,4,593255,5,553138,6,412245,8,251814,10,314,25,492,2185190,2180607,4583,2185190,,329963690,329271657,326266573,151,151,36.0,475.0,77.1
21973_2#158,"Scaffold: Velvet + Improvement",6395315,29,220528.10,837408,553893,5,523067,6,411823,8,408582,9,181615,12,305,29,260,2265722,2261192,4530,2265722,,342124022,341439992,338576276,151,151,36.1,463.5,78.6
21973_2#159,"Scaffold: Velvet + Improvement",6395916,30,213197.20,837408,521061,5,452284,7,448200,8,408725,9,212444,12,305,30,10,2045354,2040930,4424,2045354,,308848454,308180430,305373083,151,151,36.0,475.0,80.1
21973_2#160,"Scaffold: Velvet + Improvement",6395570,35,182730.57,838548,448261,6,343170,8,272654,10,242011,12,181599,15,305,35,328,2029040,2024016,5024,2029040,,306385040,305626416,302685795,151,151,35.7,488.0,79.8
21973_2#161,"Scaffold: Velvet + Improvement",6393921,30,213130.70,872183,515190,5,413329,7,410265,8,307553,10,251811,12,305,30,160,2276564,2271797,4767,2276564,,343761164,343041347,340769326,151,151,36.5,424.3,77.1
21973_2#162,"Scaffold: Velvet + Improvement",6391311,35,182608.89,1041213,368391,6,272565,8,251810,11,215726,13,131983,17,305,35,425,1847716,1842239,5477,1847716,,279005116,278178089,276128870,151,151,35.9,451.8,73.9
21973_2#163,"Scaffold: Velvet + Improvement",6395899,32,199871.84,836169,546510,5,452014,7,429992,8,299809,10,230651,12,305,32,715,2302468,2297999,4469,2302468,,347672668,346997849,343874639,151,151,36.0,472.1,80.5
21973_2#164,"Scaffold: Velvet + Improvement",6396345,28,228440.89,926604,553632,5,546481,6,452046,7,353196,9,252948,11,308,28,57,2367004,2362792,4212,2367004,,357417604,356781592,353876196,151,151,36.2,461.4,84.0
21973_2#165,"Scaffold: Velvet + Improvement",6399836,24,266659.83,932195,701710,4,446005,6,431806,7,395648,9,230431,11,314,24,686,2553820,2548329,5491,2553820,,385626820,384797679,381826500,151,151,36.3,452.1,74.9
21973_2#166,"Scaffold: Velvet + Improvement",6397620,26,246062.31,1029133,701054,4,593361,5,517509,6,412144,8,251814,10,314,26,402,2520776,2515935,4841,2520776,,380637176,379906185,376833510,151,151,36.2,454.8,76.7
21973_2#167,"Scaffold: Velvet + Improvement",6395624,32,199863.25,1220715,489384,5,408596,7,398082,8,251810,11,216032,13,305,32,624,2092196,2087711,4485,2092196,,315921596,315244361,312432758,151,151,35.8,467.0,75.8
21973_2#168,"Scaffold: Velvet + Improvement",6396671,32,199895.97,837645,515170,5,451465,7,409082,8,265708,10,231392,13,305,32,148,2096340,2092019,4321,2096340,,316547340,315894869,313034247,151,151,36.0,468.9,79.1
21973_2#169,"Scaffold: Velvet + Improvement",6395869,29,220547.21,837248,546292,5,525736,6,488961,7,394965,9,208932,11,308,29,215,2103508,2098532,4976,2103508,,317629708,316878332,313508598,151,151,35.8,483.9,90.3
21973_2#170,"Scaffold: Velvet + Improvement",6396381,33,193829.73,836169,593237,5,553210,6,518173,7,412164,8,251810,10,308,33,94,2174612,2170176,4436,2174612,,328366412,327696576,324847940,151,151,36.0,469.3,80.5
21973_2#171,"Scaffold: Velvet + Improvement",6396219,25,255848.76,926641,701706,4,469921,6,446092,7,412249,8,252949,11,305,25,308,2068828,2064447,4381,2068828,,312393028,311731497,309683649,151,151,36.5,433.6,72.0
21973_2#172,"Scaffold: Velvet + Improvement",6395120,29,220521.38,837408,546509,5,452284,7,412140,8,265851,10,236864,12,308,29,452,2212432,2207969,4463,2212432,,334077232,333403319,330490120,151,151,36.1,469.8,81.0
21973_2#173,"Scaffold: Velvet + Improvement",6396956,32,199904.88,1191525,593255,4,517507,5,452297,7,353706,8,181565,11,305,32,218,2579106,2573793,5313,2579106,,389445006,388642743,385322334,151,151,36.1,463.6,81.6
21973_2#174,"Scaffold: Velvet + Improvement",6399526,27,237019.48,837376,516479,5,452309,7,421643,8,411959,9,251814,12,314,27,454,2463636,2458708,4928,2463636,,372009036,371264908,367652715,151,151,35.7,473.7,79.9
21973_2#175,"Scaffold: Velvet + Improvement",6395082,30,213169.40,1285426,469949,5,445946,7,410852,8,251813,10,212105,13,305,30,198,2725454,2720785,4669,2725454,,411543554,410838535,407766948,151,151,36.4,440.0,82.9
21973_2#176,"Scaffold: Velvet + Improvement",6393252,31,206233.94,838548,452123,6,307609,8,272726,10,251810,12,181503,15,305,31,302,2042458,2038240,4218,2042458,,308411158,307774240,305225556,151,151,36.1,462.2,78.7
21973_2#177,"Scaffold: Velvet + Improvement",6397555,33,193865.30,1001398,544615,5,451745,6,414012,7,325422,9,217462,12,305,33,271,2160076,2155377,4699,2160076,,326171476,325461927,322411568,151,151,36.0,471.5,86.7
21973_2#178,"Scaffold: Velvet + Improvement",6394397,33,193769.61,837408,517590,5,412241,7,408579,8,251755,11,236108,13,308,33,87,2043566,2038731,4835,2043566,,308578466,307848381,304973584,151,151,35.9,479.8,79.6
21973_2#179,"Scaffold: Velvet + Improvement",6395411,29,220531.41,872183,546238,5,517622,6,446146,8,408583,9,182583,12,305,29,30,2029272,2024388,4884,2029272,,306420072,305682588,303672979,151,151,36.4,442.1,74.3
21973_2#180,"Scaffold: Velvet + Improvement",6394473,28,228374.04,821224,452218,6,411910,7,364994,9,307388,10,246485,13,305,28,977,1807808,1804008,3800,1807808,,272979008,272405208,269889928,151,151,35.8,459.9,80.0
21973_2#181,"Scaffold: Velvet + Improvement",6394014,33,193758.00,1109407,778083,4,544656,5,414999,6,307589,8,159875,11,308,33,794,1768066,1763877,4189,1768066,,266977966,266345427,264023239,151,151,36.1,460.8,82.4
21973_2#182,"Scaffold: Velvet + Improvement",6397371,23,278146.57,932995,701714,4,578967,5,455951,7,431898,8,251814,10,314,23,811,2232318,2226402,5916,2232318,,337080018,336186702,333860948,151,151,36.3,447.0,73.9
21973_2#183,"Scaffold: Velvet + Improvement",6396446,29,220567.10,1709767,836169,3,783046,4,449400,5,304988,7,245255,9,305,29,296,1884306,1880436,3870,1884306,,284530206,283945836,281868500,151,151,36.3,449.1,77.8
21973_2#184,"Scaffold: Velvet + Improvement",6369592,47,135523.23,1108028,408359,5,278969,7,230045,10,139974,13,116068,18,329,47,1226,1762692,1758176,4516,1762692,,266166492,265484576,263031797,151,151,35.9,472.9,75.6
21973_2#185,"Scaffold: Velvet + Improvement",6394050,26,245925.00,872187,553300,5,517719,6,413209,8,410793,9,251811,11,308,26,392,2003560,1997359,6201,2003560,,302537560,301601209,299263482,151,151,36.2,450.3,79.1
21973_2#186,"Scaffold: Velvet + Improvement",6394055,34,188060.44,837564,452017,6,274641,8,266307,10,212435,13,171126,16,305,34,287,1932572,1928505,4067,1932572,,291818372,291204255,288581577,151,151,36.0,470.5,81.3
21973_2#187,"Scaffold: Velvet + Improvement",6397528,31,206371.87,837655,546750,5,451975,7,419355,8,251810,10,181691,13,305,31,1814,1701790,1696459,5331,1701790,,256970290,256165309,253100754,151,151,35.5,509.4,85.7
21973_2#188,"Scaffold: Velvet + Improvement",6396118,34,188121.12,837408,544662,5,452126,7,413070,8,251810,10,181503,13,305,34,205,1698164,1694430,3734,1698164,,256422764,255858930,253676850,151,151,36.1,461.7,78.8
21973_2#189,"Scaffold: Velvet + Improvement",6394543,37,172825.49,677529,474370,6,472096,7,365468,9,251810,11,106500,15,305,37,2973,1451540,1446620,4920,1451540,,219182540,218439620,216090345,151,151,35.7,488.0,89.5
21973_2#190,"Scaffold: Velvet + Improvement",6390657,30,213021.90,838357,451745,6,307507,8,272686,10,264419,12,170552,15,305,30,465,1818134,1813527,4607,1818134,,274538234,273842577,271426156,151,151,36.1,457.9,77.6
21973_2#191,"Scaffold: Velvet + Improvement",6505201,49,132759.20,1078987,430472,5,389468,7,321049,9,203525,12,95893,16,305,49,1387,1571254,1567423,3831,1571254,,237259354,236680873,234123957,151,151,35.7,484.4,80.6
21973_2#192,"Scaffold: Velvet + Improvement",6502753,47,138356.45,849803,453153,6,408676,8,389480,9,263062,11,108180,16,300,47,344,1607834,1604168,3666,1607834,,242782934,242229368,239781656,151,151,35.8,477.7,80.6
21973_2#193,"Scaffold: Velvet + Improvement",6502373,44,147781.20,1024071,426297,6,388988,7,264643,9,237125,12,132731,15,281,44,170,1704534,1700608,3926,1704534,,257384634,256791808,254426252,151,151,36.0,470.2,78.0
21973_2#194,"Scaffold: Velvet + Improvement",6502365,42,154818.21,1283682,449541,5,427637,6,355115,8,263669,10,207823,12,300,42,19,1620646,1617097,3549,1620646,,244717546,244181647,242007146,151,151,36.0,464.2,76.5
21973_2#195,"Scaffold: Velvet + Improvement",6502408,42,154819.24,670905,418336,6,389439,8,264672,10,215558,12,141923,16,387,42,1044,1640214,1636055,4159,1640214,,247672314,247044305,244980069,151,151,36.1,456.5,79.7
21973_2#196,"Scaffold: Velvet + Improvement",6501905,44,147770.57,670905,465147,6,408588,8,266585,10,219751,12,109687,16,303,44,1148,1664542,1661045,3497,1664542,,251345842,250817795,248673816,151,151,36.1,460.3,79.3
21973_2#197,"Scaffold: Velvet + Improvement",6503353,45,144518.96,665224,389093,7,269092,9,252754,11,217944,14,129853,18,308,45,1793,1419698,1416295,3403,1419698,,214374398,213860545,211864158,151,151,35.9,477.8,79.6
21973_2#198,"Scaffold: Velvet + Improvement",6504040,52,125077.69,666051,372676,7,276017,9,262406,11,178902,14,118012,19,308,52,685,1696446,1692562,3884,1696446,,256163346,255576862,252882510,151,151,35.8,480.6,87.1
21973_2#199,"Scaffold: Velvet + Improvement",6502989,54,120425.72,832579,417628,6,389196,8,353227,9,213436,12,106640,17,333,54,1623,1581568,1577612,3956,1581568,,238816768,238219412,235692002,151,151,35.7,481.2,84.0
21973_2#200,"Scaffold: Velvet + Improvement",6503758,39,166763.03,1149075,479311,5,461416,6,408701,8,214692,10,106640,13,317,39,275,1865470,1860838,4632,1865470,,281685970,280986538,278064269,151,151,35.8,473.1,84.0
21973_2#201,"Scaffold: Velvet + Improvement",6502965,39,166742.69,1091469,479057,5,420213,6,354539,8,208538,10,139958,13,308,39,713,1797622,1793698,3924,1797622,,271440922,270848398,268124289,151,151,35.9,479.1,82.8
21973_2#202,"Scaffold: Velvet + Improvement",6504476,48,135509.92,670918,408639,7,389575,8,351911,10,244518,12,106640,17,315,48,489,1802486,1799051,3435,1802486,,272175386,271656701,269051616,151,151,35.8,466.6,79.1
21973_2#203,"Scaffold: Velvet + Improvement",6501699,44,147765.89,690998,385760,7,371818,8,312029,10,214716,13,132731,17,303,44,87,1834182,1830530,3652,1834182,,276961482,276410030,273893729,151,151,36.0,466.8,81.9
21973_2#204,"Scaffold: Velvet + Improvement",6505049,53,122736.77,665716,453770,6,408687,8,264518,10,239624,12,109687,16,308,53,446,1977680,1973282,4398,1977680,,298629680,297965582,295143060,151,151,36.0,473.1,83.5
21973_2#205,"Scaffold: Velvet + Improvement",6500228,42,154767.33,961904,479865,5,417500,7,389115,8,213116,11,107533,15,317,42,466,1604426,1600664,3762,1604426,,242268326,241700264,239156675,151,151,35.8,487.6,83.5
21973_2#206,"Scaffold: Velvet + Improvement",6504783,43,151274.02,817415,418790,6,389100,8,291395,10,263578,12,141281,16,300,43,1392,1659808,1655557,4251,1659808,,250631008,249989107,247230042,151,151,35.7,491.4,84.3
21973_2#207,"Scaffold: Velvet + Improvement",6504675,36,180685.42,682137,462911,6,408701,8,353437,9,314191,11,171553,14,308,36,512,2018158,2013981,4177,2018158,,304741858,304111131,301145389,151,151,35.9,473.3,83.6
21973_2#208,"Scaffold: Velvet + Improvement",6504396,45,144542.13,725531,478803,6,454020,7,350834,9,239618,11,142643,14,308,45,404,1767128,1763491,3637,1767128,,266836328,266287141,263841646,151,151,36.0,467.9,82.9
21973_2#209,"Scaffold: Velvet + Improvement",6503832,46,141387.65,667878,449541,6,424894,8,408613,9,331516,11,107533,15,300,46,422,1887354,1883349,4005,1887354,,284990454,284385699,281601533,151,151,35.9,483.1,81.1
21973_2#210,"Scaffold: Velvet + Improvement",6504501,44,147829.57,666051,453062,6,414241,8,389471,9,263669,11,137667,15,317,44,30,1954870,1951337,3533,1954870,,295185370,294651887,292083142,151,151,36.1,462.1,82.0
21973_2#211,"Scaffold: Velvet + Improvement",6503924,47,138381.36,777342,408641,6,355467,8,282942,10,239624,12,111208,16,315,47,545,1787324,1783296,4028,1787324,,269885924,269277696,266503657,151,151,35.8,467.7,84.7
21973_2#212,"Scaffold: Velvet + Improvement",6503996,43,151255.72,817393,417629,6,399411,8,263146,10,243160,12,109687,16,308,43,10,2151438,2147334,4104,2151438,,324867138,324247434,321333240,151,151,36.0,463.5,78.9
21973_2#213,"Scaffold: Velvet + Improvement",6503557,42,154846.60,744254,453062,6,426570,7,287639,9,206756,12,107049,16,300,42,860,1568368,1564934,3434,1568368,,236823568,236305034,234043698,151,151,35.9,477.5,79.2
21973_2#214,"Scaffold: Velvet + Improvement",6504081,50,130081.62,685882,426622,6,397855,8,389517,9,244097,12,103597,16,308,50,675,1633362,1629155,4207,1633362,,246637662,246002405,243206407,151,151,35.6,489.7,88.2
21973_2#215,"Scaffold: Velvet + Improvement",6503287,44,147801.98,849712,460777,6,453689,7,408556,8,262435,11,111186,14,308,44,501,1809778,1805753,4025,1809778,,273276478,272668703,269856724,151,151,35.9,475.0,85.4
21973_2#216,"Scaffold: Velvet + Improvement",6506073,40,162651.83,853979,417629,6,408878,7,350834,9,206561,12,113368,16,308,40,422,1910958,1906641,4317,1910958,,288554658,287902791,285014487,151,151,35.8,490.5,80.2
21973_2#217,"Scaffold: Velvet + Improvement",6506914,42,154926.52,666051,453062,6,408936,8,263669,10,262635,12,141712,16,300,42,440,2034682,2031304,3378,2034682,,307236982,306726904,304090247,151,151,36.1,459.2,82.4
21973_2#218,"Scaffold: Velvet + Improvement",6505832,39,166816.21,686082,509570,6,453814,7,389531,8,263355,10,178835,13,315,39,880,1898126,1894323,3803,1898126,,286617026,286042773,283538853,151,151,36.0,472.3,83.3
21973_2#219,"Scaffold: Velvet + Improvement",6503199,38,171136.82,666051,453062,6,408624,8,263146,10,239624,12,184313,15,317,38,446,1921454,1917790,3664,1921454,,290139554,289586290,286999183,151,151,36.0,468.2,81.6
21973_2#220,"Scaffold: Velvet + Improvement",6504825,39,166790.38,665658,418365,6,351311,8,336529,10,263209,12,145747,15,308,39,2,2003406,1999607,3799,2003406,,302514306,301940657,299307396,151,151,36.0,464.8,79.3
21973_2#221,"Scaffold: Velvet + Improvement",6504047,49,132735.65,725336,408729,6,302244,8,262435,10,184159,13,123888,17,317,49,1069,1657502,1653857,3645,1657502,,250282802,249732407,247445524,151,151,36.0,472.0,80.6
21973_2#222,"Scaffold: Velvet + Improvement",6503557,40,162588.92,746958,453062,6,408563,7,350834,9,266574,11,134798,14,308,40,2,1732546,1729056,3490,1732546,,261614446,261087456,258825823,151,151,36.1,467.3,78.8
21973_2#223,"Scaffold: Velvet + Improvement",6503611,41,158624.66,686512,418923,6,389512,8,263355,10,247334,12,135003,15,300,41,61,1853158,1849719,3439,1853158,,279826858,279307569,276673564,151,151,35.9,472.3,81.0
21973_2#224,"Scaffold: Velvet + Improvement",6503370,42,154842.14,666053,492100,6,388792,8,354382,9,209553,12,106714,16,300,42,650,1774666,1771087,3579,1774666,,267974566,267434137,265035803,151,151,36.1,467.8,82.7
21973_2#225,"Scaffold: Velvet + Improvement",6504175,46,141395.11,876078,453062,5,408698,7,354382,9,243622,11,139749,14,308,46,1,1970240,1966182,4058,1970240,,297506240,296893482,294356588,151,151,36.1,463.5,83.1
21973_2#226,"Scaffold: Velvet + Improvement",6501670,43,151201.63,665580,478087,6,450499,8,408662,9,263146,11,135003,15,317,43,122,2000530,1996787,3743,2000530,,302080030,301514837,298940535,151,151,36.1,465.3,82.7
21973_2#227,"Scaffold: Velvet + Improvement",6503760,43,151250.23,665667,449541,6,389219,8,356833,9,234654,12,141306,15,308,43,85,2172918,2169075,3843,2172918,,328110618,327530325,324909812,151,151,36.2,455.8,82.3
21973_2#228,"Scaffold: Velvet + Improvement",6505363,37,175820.62,665658,516679,6,486974,7,461494,8,417661,10,234666,12,308,37,87,2076036,2072023,4013,2076036,,313481436,312875473,310136066,151,151,36.1,463.3,87.5
21973_2#229,"Scaffold: Velvet + Improvement",6505354,54,120469.52,665671,371796,7,350570,9,266574,11,203306,13,107049,18,315,54,1023,1572908,1569596,3312,1572908,,237509108,237008996,234896646,151,151,36.0,472.5,81.3
21973_2#230,"Scaffold: Velvet + Improvement",6503543,52,125068.13,665974,419082,6,404479,8,264378,10,161716,13,107672,18,300,52,536,1572038,1568411,3627,1572038,,237377738,236830061,234547152,151,151,35.9,478.4,81.2
21973_2#231,"Scaffold: Velvet + Improvement",6506454,48,135551.12,665658,388869,7,303328,9,239444,11,206636,14,129561,18,308,48,1015,1541456,1538339,3117,1541456,,232759856,232289189,230109082,151,151,36.0,479.2,87.0
21973_2#232,"Scaffold: Velvet + Improvement",6503841,45,144529.80,665658,461008,6,453174,7,353401,9,234811,11,140528,15,300,45,1036,1707360,1703937,3423,1707360,,257811360,257294487,255111123,151,151,36.1,463.9,78.0
21973_2#233,"Scaffold: Velvet + Improvement",6503644,41,158625.46,665705,461361,6,408550,8,350834,9,245820,12,145117,15,356,41,552,1977376,1973577,3799,1977376,,298583776,298010127,295423924,151,151,36.1,464.7,83.3
